AppointmentID,AppointmentDateTime,PatientID,NHS_ID,PatientFirstName,PatientLastName,PatientDOB,PatientPostcode,ClinicName,Specialty,ProviderID,ProviderName,DiagnosisCode,DiagnosisDescription,AppointmentStatus
A1321,12/07/2025 08:10,P620,1350082724,William,Bradley,05/06/1957,NP19 7JG,Morriston Hospital,Neurology,D12,Dr. Thomas,L20.9,"Atopic dermatitis, unspecified",Attended
A1322,12/07/2025 08:10,P567,8860164907,Deanna,Tronaas,02/12/2003,NP18 6WW,Prince Charles,Orthopaedics,D45,Dr. Jones,L20.9,"Atopic dermatitis, unspecified",Attended
A1323,12/07/2025 08:10,P542,9117640423,Brenda,Marshall,04/06/1988,LL10 3GF,Royal Glamorgan,Dermatology,D21,Dr. Evans,L20.9,"Atopic dermatitis, unspecified",DNA
A1324,12/07/2025 08:10,P527,6906091948,Florrie,Duncan,07/04/2004,SA36 8TW,Royal Glamorgan,Gastroenterology,D45,Dr. Jones,S82.1,Fracture of upper end of tibia,Attended
A1325,12/07/2025 08:10,P610,4355503771,Everett,Lopez,08/06/1968,CF14 2WD,Royal Glamorgan,Gastroenterology,D33,Dr. Roberts,K21.9,Gastro-oesophageal reflux disease,DNA
A1326,12/07/2025 08:10,P578,5323181974,Mark,Anderson,07/07/1950,NP21 9WS,University Hospital,Cardiology,D88,Dr. Davies,M54.5,Low back pain,Attended
A1327,12/07/2025 08:10,P549,2825104442,Nydia,Fleshman,26/04/2005,CF23 4HH,Royal Glamorgan,Gastroenterology,D12,Dr. Thomas,J45.9,"Asthma, unspecified",Attended
A1328,12/07/2025 08:10,P620,1350082724,William,Bradley,05/06/1957,NP19 7JG,Prince Charles,Orthopaedics,D88,Dr. Davies,I10,Essential hypertension,DNA
A1329,12/07/2025 08:10,P627,4196208495,Emma,Flora,28/04/1996,SA17 9VJ,Singleton Hospital,Oncology,D45,Dr. Jones,E11.9,Type 2 diabetes mellitus without complications,Attended
A1330,12/07/2025 08:10,P626,2684191468,Karl,Moran,22/10/1952,CF39 6KO,University Hospital,Cardiology,D45,Dr. Jones,I10,Essential hypertension,Attended
A1331,12/07/2025 08:10,P512,4971158170,Clarence,Sweeny,16/03/1994,SA30 4GW,Prince Charles,Orthopaedics,D88,Dr. Davies,I10,Essential hypertension,Attended
A1332,12/07/2025 08:10,P547,4578225062,Michael,Reyna,15/06/1969,SA28 3PI,Singleton Hospital,Oncology,D33,Dr. Roberts,S82.1,Fracture of upper end of tibia,Attended
A1333,12/07/2025 08:10,P593,8538152823,William,Duck,08/11/1947,LL22 8NE,University Hospital,Cardiology,D33,Dr. Roberts,S82.1,Fracture of upper end of tibia,Attended
A1334,12/07/2025 08:10,P612,1786193175,Connie,Simpson,14/04/1974,LL11 7CP,Morriston Hospital,Neurology,D88,Dr. Davies,I10,Essential hypertension,Attended
A1335,12/07/2025 08:10,P604,5982643394,Beverly,Gering,28/10/1992,CF19 5XV,Morriston Hospital,Neurology,D88,Dr. Davies,I10,Essential hypertension,Attended
A1336,12/07/2025 08:10,P573,497824280,Samuel,Madera,01/03/1988,CF21 8SE,Royal Glamorgan,Dermatology,D21,Dr. Evans,M54.5,Low back pain,Attended
A1337,12/07/2025 08:10,P553,8111006888,Jill,Bachman,04/05/1988,LL11 5KL,Singleton Hospital,Oncology,D12,Dr. Thomas,S82.1,Fracture of upper end of tibia,Attended
A1338,12/07/2025 08:10,P526,9469169603,Leslie,Ringgold,28/10/1983,SA21 4NV,Singleton Hospital,Oncology,D33,Dr. Roberts,S82.1,Fracture of upper end of tibia,Attended
A1339,12/07/2025 08:10,P531,283802200,Michael,Stevenson,19/02/1967,CF24 2HI,Royal Glamorgan,Gastroenterology,D33,Dr. Roberts,I10,Essential hypertension,Attended
A1340,12/07/2025 08:10,P625,2591940991,Sammie,Malkani,23/03/1942,LL23 6IH,Morriston Hospital,Neurology,D33,Dr. Roberts,E11.9,Type 2 diabetes mellitus without complications,Attended
A1341,12/07/2025 08:10,P583,2745052071,Romeo,Mack,03/01/1981,SA38 5QE,University Hospital,Cardiology,D67,Dr. Williams,L20.9,"Atopic dermatitis, unspecified",DNA
A1342,12/07/2025 08:10,P543,8932821836,Billie,Ebert,10/09/2003,CF36 4BY,Singleton Hospital,Oncology,D88,Dr. Davies,L20.9,"Atopic dermatitis, unspecified",Attended
A1343,12/07/2025 08:10,P547,4578225062,Michael,Reyna,15/06/1969,SA28 3PI,Prince Charles,Orthopaedics,D21,Dr. Evans,L20.9,"Atopic dermatitis, unspecified",Attended
A1344,12/07/2025 08:10,P618,1323896783,Becky,Vallejos,25/06/2003,CF36 4PA,Morriston Hospital,Neurology,D88,Dr. Davies,K21.9,Gastro-oesophageal reflux disease,Attended
A1345,12/07/2025 08:10,P557,945058632,Connie,Savini,04/09/2001,CF22 8RU,University Hospital,Cardiology,D67,Dr. Williams,I10,Essential hypertension,DNA
A1346,12/07/2025 08:10,P572,756696364,Dennis,Tays,20/12/1992,CF16 5TK,Singleton Hospital,Oncology,D45,Dr. Jones,J45.9,"Asthma, unspecified",DNA
A1347,12/07/2025 08:10,P544,2523754207,Douglas,Davis,25/12/1992,CF28 1CZ,University Hospital,Cardiology,D67,Dr. Williams,J45.9,"Asthma, unspecified",DNA
A1348,12/07/2025 08:10,P546,5132570801,Glenn,Barnett,01/05/1968,LL36 2BX,Royal Glamorgan,Dermatology,D67,Dr. Williams,S82.1,Fracture of upper end of tibia,Attended
A1349,12/07/2025 08:10,P591,6016868965,Shelby,Hammon,20/01/2001,LL25 7ZC,Singleton Hospital,Oncology,D88,Dr. Davies,J45.9,"Asthma, unspecified",Attended
A1350,12/07/2025 08:11,P563,8722401334,Mabel,Conrad,06/07/1950,NP38 3YR,Prince Charles,Orthopaedics,D67,Dr. Williams,M54.5,Low back pain,Attended
A1351,12/07/2025 08:11,P522,6694553803,Jim,Hanauer,11/07/1961,NP18 6SF,Singleton Hospital,Oncology,D21,Dr. Evans,K21.9,Gastro-oesophageal reflux disease,Attended
A1352,12/07/2025 08:11,P505,6552352735,Anita,Ashby,07/04/1960,CF15 1CV,Singleton Hospital,Oncology,D45,Dr. Jones,K21.9,Gastro-oesophageal reflux disease,Attended
A1353,12/07/2025 08:11,P572,756696364,Dennis,Tays,20/12/1992,CF16 5TK,Royal Glamorgan,Gastroenterology,D21,Dr. Evans,L20.9,"Atopic dermatitis, unspecified",Attended
A1354,12/07/2025 08:11,P535,9542397879,Marilyn,Bell,08/09/2001,CF28 9YY,Royal Glamorgan,Dermatology,D45,Dr. Jones,M54.5,Low back pain,DNA
A1355,12/07/2025 08:11,P505,6552352735,Anita,Ashby,07/04/1960,CF15 1CV,Singleton Hospital,Oncology,D67,Dr. Williams,J45.9,"Asthma, unspecified",Attended
A1356,12/07/2025 08:11,P632,9386510693,Julie,Lewis,06/05/2005,SA18 3VP,Prince Charles,Orthopaedics,D88,Dr. Davies,M54.5,Low back pain,Attended
A1357,12/07/2025 08:11,P578,5323181974,Mark,Anderson,07/07/1950,NP21 9WS,Morriston Hospital,Neurology,D33,Dr. Roberts,K21.9,Gastro-oesophageal reflux disease,Attended
A1358,12/07/2025 08:11,P634,4716065103,Jose,Delgado,18/12/1949,SA20 6YW,Morriston Hospital,Neurology,D12,Dr. Thomas,I10,Essential hypertension,DNA
A1359,12/07/2025 08:11,P617,9352052633,Jonathan,Guillotte,14/07/1953,SA34 3ML,Singleton Hospital,Oncology,D12,Dr. Thomas,M54.5,Low back pain,Attended
A1360,12/07/2025 08:11,P636,9285632378,Robert,Konrad,24/11/1980,SA18 1XO,Royal Glamorgan,Gastroenterology,D12,Dr. Thomas,K21.9,Gastro-oesophageal reflux disease,Attended
A1361,12/07/2025 08:11,P512,4971158170,Clarence,Sweeny,16/03/1994,SA30 4GW,Royal Glamorgan,Dermatology,D88,Dr. Davies,L20.9,"Atopic dermatitis, unspecified",Attended
A1362,12/07/2025 08:11,P646,4369609879,Esther,Jessup,19/12/1975,SA25 9CR,Royal Glamorgan,Gastroenterology,D88,Dr. Davies,I10,Essential hypertension,Attended
A1363,12/07/2025 08:11,P505,6552352735,Anita,Ashby,07/04/1960,CF15 1CV,University Hospital,Cardiology,D33,Dr. Roberts,E11.9,Type 2 diabetes mellitus without complications,Attended
A1364,12/07/2025 08:11,P531,283802200,Michael,Stevenson,19/02/1967,CF24 2HI,University Hospital,Cardiology,D45,Dr. Jones,J45.9,"Asthma, unspecified",Attended
A1365,12/07/2025 08:11,P524,148573762,Helen,Sharrer,11/10/2008,CF30 2PB,Prince Charles,Orthopaedics,D12,Dr. Thomas,L20.9,"Atopic dermatitis, unspecified",Attended
A1366,12/07/2025 08:11,P599,2454405946,Sarah,Powers,28/07/1966,NP28 8QF,University Hospital,Cardiology,D88,Dr. Davies,M54.5,Low back pain,Attended
A1367,12/07/2025 08:11,P576,4770471416,Corinne,Mendoza,21/03/2006,LL28 2CM,Royal Glamorgan,Gastroenterology,D45,Dr. Jones,L20.9,"Atopic dermatitis, unspecified",Attended
A1368,12/07/2025 08:11,P594,7528997382,Ray,Lebeau,04/12/1967,SA21 1XK,Royal Glamorgan,Dermatology,D45,Dr. Jones,E11.9,Type 2 diabetes mellitus without complications,Attended
A1369,12/07/2025 08:11,P580,5920814357,Julie,Potter,03/12/1978,NP31 9DK,Prince Charles,Orthopaedics,D33,Dr. Roberts,I10,Essential hypertension,DNA
A1370,12/07/2025 08:11,P639,8682902893,Maureen,Hackney,19/09/1943,NP20 2QL,Royal Glamorgan,Dermatology,D33,Dr. Roberts,I10,Essential hypertension,DNA
A1371,12/07/2025 08:11,P594,7528997382,Ray,Lebeau,04/12/1967,SA21 1XK,University Hospital,Cardiology,D21,Dr. Evans,J45.9,"Asthma, unspecified",Attended
A1372,12/07/2025 08:11,P574,3367895326,Holly,Krell,02/01/1944,NP26 9XQ,University Hospital,Cardiology,D21,Dr. Evans,L20.9,"Atopic dermatitis, unspecified",Attended
A1373,12/07/2025 08:11,P629,5931937641,Eleanore,Chouinard,17/04/1971,NP17 7MJ,Prince Charles,Orthopaedics,D12,Dr. Thomas,L20.9,"Atopic dermatitis, unspecified",Attended
A1374,12/07/2025 08:11,P577,6291719010,Ruth,Hinkle,01/12/1966,SA27 5DY,Morriston Hospital,Neurology,D21,Dr. Evans,I10,Essential hypertension,Attended
A1375,12/07/2025 08:11,P643,1111506353,Patricia,Barlow,08/03/2005,NP25 4DR,University Hospital,Cardiology,D21,Dr. Evans,J45.9,"Asthma, unspecified",Attended
A1376,12/07/2025 08:11,P501,1639707557,Christine,Morey,01/01/1969,CF39 9YJ,Morriston Hospital,Neurology,D12,Dr. Thomas,J45.9,"Asthma, unspecified",DNA
A1377,12/07/2025 08:11,P515,2035388708,Brent,Stowell,01/11/1973,CF26 7LB,Royal Glamorgan,Dermatology,D88,Dr. Davies,E11.9,Type 2 diabetes mellitus without complications,DNA
A1378,12/07/2025 08:11,P567,8860164907,Deanna,Tronaas,02/12/2003,NP18 6WW,Royal Glamorgan,Gastroenterology,D45,Dr. Jones,M54.5,Low back pain,Attended
A1379,12/07/2025 08:11,P585,1702998959,Yolanda,Brown,13/04/1949,CF26 9DX,Royal Glamorgan,Gastroenterology,D67,Dr. Williams,L20.9,"Atopic dermatitis, unspecified",Attended
A1380,12/07/2025 08:11,P530,5927478522,Susan,Collins,27/02/1941,CF23 6EG,Royal Glamorgan,Dermatology,D88,Dr. Davies,K21.9,Gastro-oesophageal reflux disease,Attended
A1381,12/07/2025 08:11,P619,490375316,Lynn,Mclaughlin,22/01/1988,SA23 1UP,Singleton Hospital,Oncology,D67,Dr. Williams,S82.1,Fracture of upper end of tibia,Attended
A1382,12/07/2025 08:11,P545,4622334623,David,Ashpole,13/05/1945,LL12 2SV,Prince Charles,Orthopaedics,D33,Dr. Roberts,K21.9,Gastro-oesophageal reflux disease,Attended
A1383,12/07/2025 08:11,P567,8860164907,Deanna,Tronaas,02/12/2003,NP18 6WW,Royal Glamorgan,Gastroenterology,D45,Dr. Jones,J45.9,"Asthma, unspecified",Attended
A1384,12/07/2025 08:11,P529,164103708,Roman,Gilson,21/03/1994,NP13 2GW,Royal Glamorgan,Dermatology,D33,Dr. Roberts,S82.1,Fracture of upper end of tibia,Attended
A1385,12/07/2025 08:11,P587,535215401,Jose,Gill,28/04/1958,NP26 2IZ,Royal Glamorgan,Gastroenterology,D12,Dr. Thomas,M54.5,Low back pain,DNA
A1386,12/07/2025 08:11,P554,9042835877,David,Oakden,23/11/1944,NP32 5NF,University Hospital,Cardiology,D45,Dr. Jones,E11.9,Type 2 diabetes mellitus without complications,Attended
A1387,12/07/2025 08:11,P647,8622752879,Ronald,Canizales,24/02/1980,NP18 3KV,Morriston Hospital,Neurology,D33,Dr. Roberts,K21.9,Gastro-oesophageal reflux disease,DNA
A1388,12/07/2025 08:11,P627,4196208495,Emma,Flora,28/04/1996,SA17 9VJ,Royal Glamorgan,Gastroenterology,D21,Dr. Evans,E11.9,Type 2 diabetes mellitus without complications,Attended
A1389,12/07/2025 08:11,P599,2454405946,Sarah,Powers,28/07/1966,NP28 8QF,Singleton Hospital,Oncology,D33,Dr. Roberts,L20.9,"Atopic dermatitis, unspecified",Attended
A1390,12/07/2025 08:11,P595,7351921202,Mark,Worek,21/06/1970,NP13 3BR,Royal Glamorgan,Dermatology,D12,Dr. Thomas,K21.9,Gastro-oesophageal reflux disease,DNA
A1391,12/07/2025 08:11,P605,5423142598,Thomas,Spicer,07/05/1985,CF18 5LV,Singleton Hospital,Oncology,D67,Dr. Williams,L20.9,"Atopic dermatitis, unspecified",DNA
A1392,12/07/2025 08:11,P505,6552352735,Anita,Ashby,07/04/1960,CF15 1CV,Prince Charles,Orthopaedics,D67,Dr. Williams,S82.1,Fracture of upper end of tibia,Attended
A1393,12/07/2025 08:11,P508,7632470530,Jeffrey,Iuliucci,01/02/1996,CF22 9WS,Morriston Hospital,Neurology,D12,Dr. Thomas,I10,Essential hypertension,DNA
A1394,12/07/2025 08:11,P597,558100317,George,Williams,12/06/1964,LL39 6MN,University Hospital,Cardiology,D21,Dr. Evans,S82.1,Fracture of upper end of tibia,Attended
A1395,12/07/2025 08:11,P545,4622334623,David,Ashpole,13/05/1945,LL12 2SV,Royal Glamorgan,Gastroenterology,D12,Dr. Thomas,K21.9,Gastro-oesophageal reflux disease,Attended
A1396,12/07/2025 08:11,P638,1195530927,Mark,Martin,04/08/1942,NP34 3WH,Morriston Hospital,Neurology,D67,Dr. Williams,I10,Essential hypertension,Attended
A1397,12/07/2025 08:11,P604,5982643394,Beverly,Gering,28/10/1992,CF19 5XV,University Hospital,Cardiology,D45,Dr. Jones,K21.9,Gastro-oesophageal reflux disease,Attended
A1398,12/07/2025 08:11,P533,6863164418,Walter,Day,04/12/1981,CF32 7JX,Morriston Hospital,Neurology,D67,Dr. Williams,L20.9,"Atopic dermatitis, unspecified",Attended
A1399,12/07/2025 08:11,P613,7723271123,Dario,Allen,07/11/1990,NP21 8DL,Morriston Hospital,Neurology,D88,Dr. Davies,K21.9,Gastro-oesophageal reflux disease,Attended
A1400,12/07/2025 08:11,P616,3446346015,Joel,Clawson,20/09/1948,NP34 3XN,Singleton Hospital,Oncology,D88,Dr. Davies,J45.9,"Asthma, unspecified",Attended
A1401,12/07/2025 08:11,P630,8668713787,Charlotte,Hamilton,24/12/2003,SA14 4WK,Prince Charles,Orthopaedics,D88,Dr. Davies,I10,Essential hypertension,DNA
A1402,12/07/2025 08:11,P601,9744420626,Christopher,Webb,23/02/1972,LL15 2KG,Royal Glamorgan,Gastroenterology,D45,Dr. Jones,I10,Essential hypertension,Attended
A1403,12/07/2025 08:11,P547,4578225062,Michael,Reyna,15/06/1969,SA28 3PI,Prince Charles,Orthopaedics,D33,Dr. Roberts,J45.9,"Asthma, unspecified",DNA
A1404,12/07/2025 08:11,P594,7528997382,Ray,Lebeau,04/12/1967,SA21 1XK,Morriston Hospital,Neurology,D21,Dr. Evans,J45.9,"Asthma, unspecified",DNA
A1405,12/07/2025 08:11,P573,497824280,Samuel,Madera,01/03/1988,CF21 8SE,Royal Glamorgan,Gastroenterology,D45,Dr. Jones,S82.1,Fracture of upper end of tibia,Attended
A1406,12/07/2025 08:11,P649,9904870438,Danny,Noland,26/11/1973,NP38 3HP,Prince Charles,Orthopaedics,D12,Dr. Thomas,J45.9,"Asthma, unspecified",Attended
A1407,12/07/2025 08:11,P572,756696364,Dennis,Tays,20/12/1992,CF16 5TK,Morriston Hospital,Neurology,D21,Dr. Evans,I10,Essential hypertension,DNA
A1408,12/07/2025 08:11,P554,9042835877,David,Oakden,23/11/1944,NP32 5NF,University Hospital,Cardiology,D21,Dr. Evans,I10,Essential hypertension,Attended
A1409,12/07/2025 08:11,P604,5982643394,Beverly,Gering,28/10/1992,CF19 5XV,Royal Glamorgan,Dermatology,D33,Dr. Roberts,L20.9,"Atopic dermatitis, unspecified",Attended
A1410,12/07/2025 08:11,P557,945058632,Connie,Savini,04/09/2001,CF22 8RU,University Hospital,Cardiology,D67,Dr. Williams,K21.9,Gastro-oesophageal reflux disease,DNA
A1411,12/07/2025 08:11,P609,8429081410,Rachel,Lopez,17/12/1941,CF37 8DY,Morriston Hospital,Neurology,D45,Dr. Jones,L20.9,"Atopic dermatitis, unspecified",Attended
A1412,12/07/2025 08:11,P550,2600993797,Ryan,Winn,10/12/1948,SA32 1ZJ,Royal Glamorgan,Dermatology,D12,Dr. Thomas,E11.9,Type 2 diabetes mellitus without complications,Attended
A1413,12/07/2025 08:11,P642,5297254205,Francis,Spencer,12/12/1968,SA21 3IV,University Hospital,Cardiology,D88,Dr. Davies,L20.9,"Atopic dermatitis, unspecified",DNA
A1414,12/07/2025 08:11,P582,5367215947,Karen,Rutledge,08/01/1957,NP16 4ZT,Singleton Hospital,Oncology,D21,Dr. Evans,I10,Essential hypertension,Attended
A1415,12/07/2025 08:11,P517,5661049129,Mariann,Carter,22/12/1965,LL35 5XF,Singleton Hospital,Oncology,D45,Dr. Jones,K21.9,Gastro-oesophageal reflux disease,Attended
A1416,12/07/2025 08:11,P561,9815283804,Jerome,Hamilton,12/07/1960,CF26 3PP,Morriston Hospital,Neurology,D67,Dr. Williams,J45.9,"Asthma, unspecified",Attended
A1417,12/07/2025 08:11,P590,9592834881,Mary,Mahoney,01/11/2009,NP39 3WR,Prince Charles,Orthopaedics,D21,Dr. Evans,J45.9,"Asthma, unspecified",Attended
A1418,12/07/2025 08:11,P583,2745052071,Romeo,Mack,03/01/1981,SA38 5QE,Morriston Hospital,Neurology,D67,Dr. Williams,E11.9,Type 2 diabetes mellitus without complications,Attended
A1419,12/07/2025 08:11,P540,720356083,Francis,Goodwin,09/12/1967,SA26 9RM,Singleton Hospital,Oncology,D67,Dr. Williams,L20.9,"Atopic dermatitis, unspecified",DNA
A1420,12/07/2025 08:11,P549,2825104442,Nydia,Fleshman,26/04/2005,CF23 4HH,University Hospital,Cardiology,D88,Dr. Davies,E11.9,Type 2 diabetes mellitus without complications,Attended
A1421,12/07/2025 08:11,P606,292636466,Franklin,Baine,20/06/1989,CF27 1RF,Royal Glamorgan,Dermatology,D67,Dr. Williams,S82.1,Fracture of upper end of tibia,Attended
A1422,12/07/2025 08:11,P546,5132570801,Glenn,Barnett,01/05/1968,LL36 2BX,Morriston Hospital,Neurology,D88,Dr. Davies,K21.9,Gastro-oesophageal reflux disease,DNA
A1423,12/07/2025 08:11,P506,8037975193,Elizabeth,Smith,01/05/1941,NP21 1WV,University Hospital,Cardiology,D45,Dr. Jones,L20.9,"Atopic dermatitis, unspecified",Attended
A1424,12/07/2025 08:11,P504,1560423757,Michelle,Love,14/07/1995,SA19 7XC,University Hospital,Cardiology,D33,Dr. Roberts,J45.9,"Asthma, unspecified",Attended
A1425,12/07/2025 08:11,P630,8668713787,Charlotte,Hamilton,24/12/2003,SA14 4WK,Prince Charles,Orthopaedics,D88,Dr. Davies,S82.1,Fracture of upper end of tibia,Attended
A1426,12/07/2025 08:11,P542,9117640423,Brenda,Marshall,04/06/1988,LL10 3GF,Singleton Hospital,Oncology,D67,Dr. Williams,I10,Essential hypertension,Attended
A1427,12/07/2025 08:11,P649,9904870438,Danny,Noland,26/11/1973,NP38 3HP,Royal Glamorgan,Dermatology,D45,Dr. Jones,K21.9,Gastro-oesophageal reflux disease,Attended
A1428,12/07/2025 08:11,P529,164103708,Roman,Gilson,21/03/1994,NP13 2GW,University Hospital,Cardiology,D67,Dr. Williams,M54.5,Low back pain,Attended
A1429,12/07/2025 08:11,P639,8682902893,Maureen,Hackney,19/09/1943,NP20 2QL,Prince Charles,Orthopaedics,D67,Dr. Williams,L20.9,"Atopic dermatitis, unspecified",Attended
A1430,12/07/2025 08:11,P594,7528997382,Ray,Lebeau,04/12/1967,SA21 1XK,Royal Glamorgan,Dermatology,D21,Dr. Evans,E11.9,Type 2 diabetes mellitus without complications,DNA
A1431,12/07/2025 08:11,P562,3557059626,Betty,Kaur,12/12/1988,CF37 6BB,Royal Glamorgan,Dermatology,D88,Dr. Davies,K21.9,Gastro-oesophageal reflux disease,Attended
A1432,12/07/2025 08:11,P647,8622752879,Ronald,Canizales,24/02/1980,NP18 3KV,Prince Charles,Orthopaedics,D88,Dr. Davies,L20.9,"Atopic dermatitis, unspecified",Attended
A1433,12/07/2025 08:11,P555,3130247866,Michael,Smallwood,08/05/2006,LL36 7RM,Morriston Hospital,Neurology,D21,Dr. Evans,J45.9,"Asthma, unspecified",DNA
A1434,12/07/2025 08:11,P564,2312161559,Paul,Dickerson,17/07/2008,SA29 5JO,Singleton Hospital,Oncology,D21,Dr. Evans,M54.5,Low back pain,Attended
A1435,12/07/2025 08:11,P557,945058632,Connie,Savini,04/09/2001,CF22 8RU,Singleton Hospital,Oncology,D21,Dr. Evans,K21.9,Gastro-oesophageal reflux disease,Attended
A1436,12/07/2025 08:11,P513,6340341071,Malena,Snider,20/01/1989,LL18 9HI,Royal Glamorgan,Dermatology,D12,Dr. Thomas,S82.1,Fracture of upper end of tibia,Attended
A1437,12/07/2025 08:11,P540,720356083,Francis,Goodwin,09/12/1967,SA26 9RM,Royal Glamorgan,Dermatology,D88,Dr. Davies,J45.9,"Asthma, unspecified",Attended
A1438,12/07/2025 08:11,P640,4792665310,Robert,Marsh,06/04/2002,SA28 5NV,Morriston Hospital,Neurology,D88,Dr. Davies,E11.9,Type 2 diabetes mellitus without complications,Attended
A1439,12/07/2025 08:11,P548,8210029819,William,Snyder,27/03/1976,CF22 2XX,Royal Glamorgan,Dermatology,D33,Dr. Roberts,E11.9,Type 2 diabetes mellitus without complications,Attended
A1440,12/07/2025 08:11,P628,5947328151,Ronald,Collinsworth,05/06/1994,LL25 7LO,Morriston Hospital,Neurology,D12,Dr. Thomas,M54.5,Low back pain,Attended
A1441,12/07/2025 08:11,P532,2683198396,Myra,Mcclure,08/05/1969,SA15 3VX,Morriston Hospital,Neurology,D88,Dr. Davies,I10,Essential hypertension,Attended
A1442,12/07/2025 08:11,P619,490375316,Lynn,Mclaughlin,22/01/1988,SA23 1UP,Morriston Hospital,Neurology,D12,Dr. Thomas,I10,Essential hypertension,Attended
A1443,12/07/2025 08:11,P607,2563666201,Adrianne,Roll,27/06/1943,NP38 2NT,University Hospital,Cardiology,D45,Dr. Jones,S82.1,Fracture of upper end of tibia,Attended
A1444,12/07/2025 08:11,P524,148573762,Helen,Sharrer,11/10/2008,CF30 2PB,Royal Glamorgan,Gastroenterology,D67,Dr. Williams,L20.9,"Atopic dermatitis, unspecified",Attended
A1445,12/07/2025 08:11,P619,490375316,Lynn,Mclaughlin,22/01/1988,SA23 1UP,University Hospital,Cardiology,D67,Dr. Williams,I10,Essential hypertension,Attended
A1446,12/07/2025 08:11,P625,2591940991,Sammie,Malkani,23/03/1942,LL23 6IH,Singleton Hospital,Oncology,D67,Dr. Williams,S82.1,Fracture of upper end of tibia,DNA
A1447,12/07/2025 08:11,P513,6340341071,Malena,Snider,20/01/1989,LL18 9HI,Prince Charles,Orthopaedics,D45,Dr. Jones,I10,Essential hypertension,Attended
A1448,12/07/2025 08:11,P509,9788282938,Carolyn,King,01/11/1944,SA17 3EK,University Hospital,Cardiology,D33,Dr. Roberts,L20.9,"Atopic dermatitis, unspecified",Attended
A1449,12/07/2025 08:11,P608,3920111346,Roosevelt,Schulze,07/01/2006,LL27 5SH,Prince Charles,Orthopaedics,D21,Dr. Evans,M54.5,Low back pain,Attended
A1450,12/07/2025 08:11,P590,9592834881,Mary,Mahoney,01/11/2009,NP39 3WR,Morriston Hospital,Neurology,D88,Dr. Davies,E11.9,Type 2 diabetes mellitus without complications,Attended
A1451,12/07/2025 08:11,P597,558100317,George,Williams,12/06/1964,LL39 6MN,Singleton Hospital,Oncology,D12,Dr. Thomas,J45.9,"Asthma, unspecified",DNA
A1452,12/07/2025 08:11,P647,8622752879,Ronald,Canizales,24/02/1980,NP18 3KV,Prince Charles,Orthopaedics,D21,Dr. Evans,S82.1,Fracture of upper end of tibia,Attended
A1453,12/07/2025 08:11,P506,8037975193,Elizabeth,Smith,01/05/1941,NP21 1WV,Morriston Hospital,Neurology,D45,Dr. Jones,J45.9,"Asthma, unspecified",Attended
A1454,12/07/2025 08:11,P574,3367895326,Holly,Krell,02/01/1944,NP26 9XQ,Royal Glamorgan,Dermatology,D21,Dr. Evans,K21.9,Gastro-oesophageal reflux disease,Attended
A1455,12/07/2025 08:11,P616,3446346015,Joel,Clawson,20/09/1948,NP34 3XN,Royal Glamorgan,Dermatology,D12,Dr. Thomas,E11.9,Type 2 diabetes mellitus without complications,Attended
A1456,12/07/2025 08:11,P524,148573762,Helen,Sharrer,11/10/2008,CF30 2PB,University Hospital,Cardiology,D33,Dr. Roberts,M54.5,Low back pain,Attended
A1457,12/07/2025 08:11,P525,8526432982,Alene,Gooding,09/05/1987,SA35 2GY,Morriston Hospital,Neurology,D12,Dr. Thomas,M54.5,Low back pain,DNA
A1458,12/07/2025 08:11,P556,7153427422,Tracy,Clarkson,07/05/1959,LL35 9TI,Royal Glamorgan,Dermatology,D33,Dr. Roberts,J45.9,"Asthma, unspecified",Attended
A1459,12/07/2025 08:11,P552,7717048590,Georgia,Spears,02/10/1956,CF15 4DF,Royal Glamorgan,Gastroenterology,D12,Dr. Thomas,S82.1,Fracture of upper end of tibia,Attended
A1460,12/07/2025 08:11,P522,6694553803,Jim,Hanauer,11/07/1961,NP18 6SF,University Hospital,Cardiology,D12,Dr. Thomas,E11.9,Type 2 diabetes mellitus without complications,Attended
A1461,12/07/2025 08:11,P568,5900540227,David,Caplinger,06/03/1950,SA31 9DI,Royal Glamorgan,Gastroenterology,D21,Dr. Evans,J45.9,"Asthma, unspecified",Attended
A1462,12/07/2025 08:11,P593,8538152823,William,Duck,08/11/1947,LL22 8NE,Morriston Hospital,Neurology,D88,Dr. Davies,I10,Essential hypertension,Attended
A1463,12/07/2025 08:11,P596,522780253,Lillian,Pearson,27/10/1987,NP33 4YB,Royal Glamorgan,Gastroenterology,D45,Dr. Jones,K21.9,Gastro-oesophageal reflux disease,Attended
A1464,12/07/2025 08:11,P592,2149967278,Earl,Wolf,05/03/1957,LL33 5UA,Royal Glamorgan,Dermatology,D88,Dr. Davies,L20.9,"Atopic dermatitis, unspecified",Attended
A1465,12/07/2025 08:11,P521,6245283485,Peggy,Rumble,20/06/1948,LL20 6ZE,University Hospital,Cardiology,D21,Dr. Evans,M54.5,Low back pain,Attended
A1466,12/07/2025 08:11,P519,3171093324,Tiffany,Brafford,10/04/1959,NP32 4AB,Singleton Hospital,Oncology,D12,Dr. Thomas,S82.1,Fracture of upper end of tibia,DNA
A1467,12/07/2025 08:11,P508,7632470530,Jeffrey,Iuliucci,01/02/1996,CF22 9WS,University Hospital,Cardiology,D88,Dr. Davies,J45.9,"Asthma, unspecified",Attended
